host_id,host_name,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price_category
1188096,Michael,Manhattan,40.75751,-73.96464,Entire home/apt,233,90,0,0.0,1,365,expensive
10471351,Michael,Manhattan,40.76834,-73.95647,Private room,85,30,11,0.55,1,305,cheap
54401544,Cassidy,Manhattan,40.71898,-73.98472,Private room,133,2,1,0.05,1,0,medium
1526757,Lay,Brooklyn,40.68609,-73.9448,Private room,70,2,45,1.96,3,350,cheap
166634,Lou,Brooklyn,40.66114,-73.91258,Entire home/apt,300,2,11,0.57,5,51,expensive
2789221,Alex,Brooklyn,40.70743,-73.96786,Entire home/apt,150,2,8,0.35,1,0,medium
3013248,Shane,Brooklyn,40.69199,-73.95908,Private room,72,1,1,0.04,1,0,cheap
146620661,Mary,Manhattan,40.77985,-73.94624,Entire home/apt,200,5,4,0.18,1,0,expensive
59442523,Josh,Brooklyn,40.6531,-73.96331,Entire home/apt,80,1,2,0.09,2,0,cheap
3283373,John,Brooklyn,40.68867,-73.97192,Private room,74,7,3,0.25,1,49,cheap
30805991,Daniel,Manhattan,40.73514,-74.00647,Entire home/apt,190,3,2,0.09,1,0,expensive
89501678,Kyle,Manhattan,40.72104,-73.97991,Private room,78,1,8,0.35,2,0,cheap
24530399,Delia,Manhattan,40.73453,-74.00238,Entire home/apt,250,2,2,0.09,1,0,expensive
64065593,ResortShare5,Manhattan,40.75172,-73.97212,Private room,198,2,9,0.4,13,263,expensive
58391491,Juel,Queens,40.76546,-73.87201,Entire home/apt,220,1,5,0.22,5,0,expensive
87951927,Jeanie,Manhattan,40.80046,-73.96598,Private room,75,1,5,0.22,1,0,cheap
11478902,Ben,Brooklyn,40.69439,-73.99396,Entire home/apt,110,2,1,0.04,1,0,medium
146675319,Will,Bronx,40.85031,-73.90102,Entire home/apt,105,1,23,1.02,3,6,medium
146677115,Alex,Queens,40.76437,-73.91937,Entire home/apt,250,3,3,0.16,1,1,expensive
81287,Jeff,Brooklyn,40.71012,-73.96462,Private room,150,1,39,1.72,1,266,medium
104927746,Amardeep,Staten Island,40.59669,-74.08645,Private room,32,4,45,2.09,7,333,cheap
100836839,Elizabeth,Manhattan,40.74983,-73.98646,Private room,70,5,1,0.05,1,0,cheap
19537518,Brooks,Manhattan,40.82239,-73.95437,Entire home/apt,115,3,5,0.24,1,0,medium
137838298,Norma,Queens,40.68156,-73.76844,Private room,80,1,19,0.85,2,177,cheap
79896285,Amelia,Brooklyn,40.69961,-73.92132,Private room,50,4,0,0.0,1,0,cheap
57630325,Christopher,Brooklyn,40.65265,-73.96559,Private room,47,1,18,0.8,1,0,cheap
11723764,Whitney,Brooklyn,40.70791,-73.93877,Entire home/apt,97,1,2,0.09,1,0,cheap
90429772,Hanna,Manhattan,40.72727,-73.98801,Private room,95,2,26,1.14,2,1,cheap
146776990,Rosemarie,Brooklyn,40.65286,-73.93209,Private room,35,30,3,0.16,4,342,cheap
90153911,Ronny,Manhattan,40.82279,-73.95216,Private room,65,2,2,0.09,1,0,cheap
95572265,Laura,Brooklyn,40.67966,-73.9283,Private room,45,3,4,0.21,2,342,cheap
131490584,Bree,Brooklyn,40.68557,-73.96056,Private room,60,4,0,0.0,1,0,cheap
23262657,Maayan,Queens,40.71645,-73.85035,Private room,99,1,3,0.14,2,0,cheap
48573053,Verona,Queens,40.70414,-73.74418,Private room,35,4,0,0.0,1,363,cheap
146812160,Bei Lei,Queens,40.76069,-73.83338,Entire home/apt,150,1,19,0.83,1,0,medium
58231083,Seo Hee,Manhattan,40.80389,-73.96541,Private room,50,2,2,0.09,1,0,cheap
59432400,Anna,Manhattan,40.81916,-73.94562,Private room,50,4,20,0.9,2,3,cheap
39927670,Frank,Manhattan,40.77531,-73.95165,Entire home/apt,151,6,2,0.09,1,0,medium
146823994,Abdul,Queens,40.73086,-73.85663,Private room,44,2,12,0.53,1,0,cheap
138765458,Lilian,Manhattan,40.79674,-73.94674,Entire home/apt,325,6,15,0.68,1,156,expensive
146871946,Lauren,Manhattan,40.7774,-73.96066,Entire home/apt,300,1,0,0.0,1,0,expensive
28190733,Richard,Bronx,40.88883,-73.90046,Entire home/apt,175,1,10,0.54,1,0,expensive
93376283,Gabriella,Manhattan,40.76638,-73.99079,Entire home/apt,168,2,4,0.2,1,0,expensive
49989254,Zach,Manhattan,40.74635,-73.98103,Entire home/apt,250,1,0,0.0,1,0,expensive
11827970,Elizabeth,Manhattan,40.7382,-73.99844,Entire home/apt,250,3,17,0.76,1,0,expensive
37512618,Chukwudike,Brooklyn,40.6705,-73.87851,Entire home/apt,100,2,6,0.26,1,0,cheap
44336290,Roya,Brooklyn,40.72917,-73.95589,Entire home/apt,160,2,3,0.13,1,0,medium
21058022,Pablo,Brooklyn,40.70682,-73.94594,Private room,90,4,3,0.16,3,0,cheap
19336311,Lizzy,Manhattan,40.72958,-74.00379,Entire home/apt,250,14,0,0.0,1,0,expensive
11523011,Tiara,Manhattan,40.80731,-73.96579,Private room,55,14,3,0.19,2,164,cheap
131950694,Sara,Brooklyn,40.71475,-73.94197,Private room,70,1,1,0.04,1,0,cheap
66798529,Courtney,Staten Island,40.63975,-74.07774,Private room,70,31,0,0.0,1,365,cheap
146959142,Dorian,Manhattan,40.84617,-73.93781,Private room,40,3,10,0.46,1,0,cheap
125692898,Andrea,Brooklyn,40.70463,-73.92428,Private room,70,2,2,0.09,1,0,cheap
41121514,Esteban,Queens,40.71239,-73.90517,Entire home/apt,60,6,0,0.0,1,0,cheap
3376018,William,Brooklyn,40.69093,-73.9929,Private room,64,7,6,0.7,1,0,cheap
146988248,Naveed,Queens,40.78881,-73.82882,Entire home/apt,250,2,6,0.27,1,311,expensive
145878384,Denise,Brooklyn,40.65441,-73.93009,Private room,75,3,11,0.52,7,330,cheap
39041380,Ashley,Manhattan,40.71015,-74.01281,Entire home/apt,275,2,0,0.0,1,0,expensive
146675319,Will,Bronx,40.85217,-73.90239,Entire home/apt,100,2,2,1.05,3,26,cheap
166634,Lou,Brooklyn,40.66255,-73.91342,Private room,49,2,33,1.55,5,0,cheap
3053304,Christina,Brooklyn,40.69969,-73.99393,Entire home/apt,125,2,0,0.0,1,0,medium
120762452,Stanley,Manhattan,40.74844,-73.97713,Entire home/apt,130,30,1,0.05,50,364,medium
123805373,Elizabeth,Brooklyn,40.693,-73.99774,Entire home/apt,118,1,2,0.09,1,0,medium
120762452,Stanley,Manhattan,40.7482,-73.97525,Entire home/apt,150,30,4,0.28,50,333,medium
1488713,Kelsi,Manhattan,40.71902,-73.99027,Entire home/apt,300,3,33,1.44,1,58,expensive
166634,Lou,Brooklyn,40.66034,-73.91416,Private room,49,2,6,2.2,5,191,cheap
5462007,Hod  Chaya,Brooklyn,40.66941,-73.93849,Entire home/apt,245,4,8,0.43,1,5,expensive
147059964,Candi,Brooklyn,40.69342,-73.95877,Private room,60,1,23,1.01,3,0,cheap
45623372,Maria Ines,Brooklyn,40.71358,-73.96421,Entire home/apt,160,7,4,0.18,1,0,medium
131647128,Emily,Manhattan,40.7744,-73.9874,Entire home/apt,275,30,21,1.26,25,318,expensive
15723130,Carly,Brooklyn,40.7138,-73.94001,Entire home/apt,150,3,8,0.35,1,9,medium
116758734,Amos,Manhattan,40.87085,-73.9183,Private room,59,4,19,0.84,1,0,cheap
8130515,Jessica,Manhattan,40.72547,-73.98315,Entire home/apt,150,2,2,0.09,1,0,medium
4114004,Scott,Manhattan,40.74847,-74.00033,Entire home/apt,154,2,3,0.13,1,0,medium
4983469,Jonathan,Brooklyn,40.68796,-73.98783,Entire home/apt,174,3,5,0.23,1,0,expensive
21307389,Emma,Manhattan,40.70949,-74.01438,Entire home/apt,250,30,22,1.0,1,81,expensive
147092207,Fernando,Manhattan,40.7723,-73.98222,Entire home/apt,200,2,3,0.13,1,2,expensive
147094537,Morgan,Bronx,40.83206,-73.91969,Shared room,60,1,2,0.09,1,0,cheap
2208374,Elena,Brooklyn,40.70068,-73.92211,Private room,85,3,3,0.13,2,281,cheap
4033648,Victoria,Brooklyn,40.72942,-73.95122,Entire home/apt,120,4,9,0.4,1,10,medium
5305576,Leigh,Manhattan,40.76704,-73.98484,Entire home/apt,115,60,5,0.42,1,76,medium
127756959,Lawrence  Patrice,Brooklyn,40.63826,-73.93186,Private room,47,4,21,0.93,2,320,cheap
4530544,Daniel,Manhattan,40.72153,-73.98765,Entire home/apt,150,3,28,1.25,1,1,medium
3519805,Fabien,Brooklyn,40.72816,-73.95528,Entire home/apt,140,2,4,0.19,1,0,medium
127756959,Lawrence  Patrice,Brooklyn,40.63972,-73.93234,Private room,47,4,27,1.19,2,317,cheap
1261893,Yannick,Brooklyn,40.72085,-73.94132,Entire home/apt,100,2,5,0.23,1,0,cheap
147148796,Madison,Manhattan,40.75613,-73.99785,Shared room,70,1,0,0.0,1,15,cheap
147184528,Yvette,Queens,40.66789,-73.79197,Entire home/apt,62,1,53,2.36,1,178,cheap
6699943,Rik,Manhattan,40.72103,-73.98434,Private room,188,2,2,0.09,1,0,expensive
11573901,Christine,Brooklyn,40.711,-73.95827,Entire home/apt,185,2,1,0.04,1,0,expensive
64065593,ResortShare5,Manhattan,40.753,-73.97364,Private room,252,2,3,0.16,13,327,expensive
147210078,Bruce  Cyrina,Brooklyn,40.65108,-73.95417,Private room,44,2,38,1.67,4,0,cheap
24323380,Jonathan,Brooklyn,40.69315,-73.9565,Entire home/apt,180,3,1,0.05,1,0,expensive
142398188,Holly,Brooklyn,40.69268,-73.93054,Private room,50,5,1,0.04,1,6,cheap
10768717,Sal,Brooklyn,40.7324,-73.95091,Entire home/apt,180,2,49,2.18,1,60,expensive
147256218,Siria,Manhattan,40.72788,-73.9939,Entire home/apt,180,2,18,0.79,1,0,expensive
145802745,Jerry,Brooklyn,40.6357,-74.00508,Private room,170,5,16,0.7,1,354,expensive
47267079,Tripp,Manhattan,40.74838,-73.97544,Entire home/apt,186,7,9,0.41,1,0,expensive
25157246,Cindy,Manhattan,40.75212,-73.96975,Private room,82,30,0,0.0,2,326,cheap
76829914,Erik,Queens,40.76398,-73.91974,Private room,90,5,2,0.09,1,83,cheap
6757221,Athina,Brooklyn,40.70739,-73.94726,Private room,60,6,3,0.14,2,254,cheap
82189528,Lara,Manhattan,40.84131,-73.93574,Private room,52,2,1,0.05,1,0,cheap
147339774,Keverel,Brooklyn,40.66978,-73.94454,Entire home/apt,184,2,40,1.78,1,0,expensive
75109,Jaymie,Manhattan,40.71618,-73.99225,Entire home/apt,145,4,13,0.6,1,68,medium
129242503,Rachel,Brooklyn,40.69189,-73.95936,Private room,65,2,1,0.04,1,0,cheap
3449385,JimiBeth,Manhattan,40.79273,-73.97592,Entire home/apt,100,4,32,1.51,1,0,cheap
73498715,Jonathan,Brooklyn,40.69677,-73.91404,Entire home/apt,74,7,9,0.42,1,61,cheap
7941058,Levi,Manhattan,40.721,-73.99147,Entire home/apt,200,2,3,0.15,1,38,expensive
5637573,Russell,Manhattan,40.7328,-73.99899,Entire home/apt,175,1,39,1.75,1,55,expensive
105462484,Leo,Manhattan,40.78784,-73.94931,Entire home/apt,130,1,4,0.18,1,0,medium
1524708,Galen,Manhattan,40.85927,-73.92966,Private room,200,3,1,0.05,1,0,expensive
76104209,Rated,Manhattan,40.7074,-74.00151,Entire home/apt,205,30,1,0.11,33,332,expensive
31884399,Daniel,Queens,40.68507,-73.73342,Entire home/apt,90,15,0,0.0,1,180,cheap
5291405,Ralph,Brooklyn,40.68153,-73.9605,Private room,149,2,5,0.22,1,0,medium
42951815,Paul,Manhattan,40.72321,-73.98327,Private room,250,2,0,0.0,1,0,expensive
3490097,Victoria,Brooklyn,40.68703,-73.97575,Private room,67,3,1,0.05,1,0,cheap
2409706,Christopher,Manhattan,40.74969,-73.97937,Entire home/apt,135,2,5,0.23,1,0,medium
9704072,Staccey,Brooklyn,40.70763,-73.92223,Private room,90,1,0,0.0,1,0,cheap
89501678,Kyle,Manhattan,40.72132,-73.98068,Private room,83,2,1,0.04,2,0,cheap
76765350,Perin,Brooklyn,40.68163,-73.95558,Private room,37,7,15,0.7,2,71,cheap
128227275,John,Manhattan,40.82736,-73.95292,Private room,65,1,41,1.84,1,81,cheap
17090405,Mazdak,Brooklyn,40.67502,-73.95732,Entire home/apt,100,1,2,0.09,1,0,cheap
146776990,Rosemarie,Brooklyn,40.65312,-73.93413,Private room,35,30,5,0.22,4,263,cheap
147495455,Laurent,Manhattan,40.7433,-73.9807,Entire home/apt,120,20,0,0.0,1,0,medium
147500609,Duane,Brooklyn,40.68539,-73.93638,Private room,67,2,23,1.03,1,0,cheap
90748448,Christina,Manhattan,40.77439,-73.95489,Private room,85,2,2,0.09,1,0,cheap
147528441,Michael,Manhattan,40.77205,-73.95128,Entire home/apt,225,2,3,0.13,1,0,expensive
25518844,Alison,Brooklyn,40.72992,-73.96,Private room,200,2,11,0.51,1,179,expensive
147567811,Renaldy,Queens,40.77326,-73.92677,Private room,50,4,1,0.05,1,0,cheap
5137740,Stefanie,Manhattan,40.78696,-73.97293,Shared room,125,3,0,0.0,1,0,medium
34379227,Jamie,Queens,40.74317,-73.92532,Entire home/apt,140,3,40,1.76,1,42,medium
147579400,Steven,Manhattan,40.73056,-73.99357,Entire home/apt,99,1,0,0.0,1,0,cheap
3363377,Eryka,Brooklyn,40.70942,-73.94897,Private room,105,2,48,2.14,2,46,medium
108894035,Danny,Manhattan,40.72008,-73.98786,Entire home/apt,139,5,12,0.56,1,25,medium
725286,Michael,Brooklyn,40.57688,-73.95308,Entire home/apt,130,3,22,0.99,1,134,medium
76104209,Rated,Manhattan,40.77068,-73.98674,Entire home/apt,229,30,0,0.0,33,364,expensive
21227711,Merrill,Brooklyn,40.69543,-73.92324,Private room,75,4,4,0.18,1,0,cheap
5731144,Gwen,Manhattan,40.84877,-73.93821,Entire home/apt,65,4,0,0.0,1,0,cheap
21921891,Manuel,Brooklyn,40.71215,-73.95177,Private room,80,5,1,0.04,1,0,cheap
147668954,Nancy,Brooklyn,40.61765,-74.03406,Private room,125,9,0,0.0,1,365,medium
10414799,Katharina,Brooklyn,40.69232,-73.93864,Private room,65,3,15,0.67,2,109,cheap
21328739,Rammi,Manhattan,40.74266,-73.9792,Entire home/apt,220,7,36,1.65,1,91,expensive
2203563,Sarah,Brooklyn,40.71194,-73.94892,Private room,150,2,0,0.0,1,0,medium
8671974,Laure,Brooklyn,40.68919,-73.9335,Private room,60,2,1,0.04,1,365,cheap
454274,Linda,Brooklyn,40.70789,-73.96755,Entire home/apt,180,5,12,0.57,1,0,expensive
44170535,Caitlin,Manhattan,40.7459,-73.99867,Private room,165,3,4,0.18,2,0,expensive
99791908,Lera,Manhattan,40.72945,-73.98203,Private room,75,1,3,0.21,2,0,cheap
141012246,Ayodeji,Manhattan,40.81793,-73.94017,Private room,100,1,9,0.4,2,90,cheap
101533618,Jim  Barbara,Brooklyn,40.65198,-74.00763,Entire home/apt,120,2,7,0.5,1,0,medium
147688555,Kenya  Paul,Brooklyn,40.68459,-73.95732,Entire home/apt,179,3,52,2.39,1,185,expensive
147695010,AnitaKay,Queens,40.69606,-73.77311,Private room,125,1,0,0.0,1,179,medium
30549225,Spenser,Brooklyn,40.70188,-73.92062,Private room,90,4,17,0.76,1,0,cheap
147210078,Bruce  Cyrina,Brooklyn,40.64923,-73.95273,Private room,50,2,26,1.16,4,0,cheap
104836016,Qingming,Brooklyn,40.64179,-73.97941,Private room,36,2,13,0.59,4,231,cheap
6655660,Kate,Manhattan,40.71798,-73.98418,Entire home/apt,275,2,17,0.76,1,171,expensive
147694745,Svetlana,Brooklyn,40.65099,-73.96283,Entire home/apt,80,60,46,2.05,1,54,cheap
147762665,Jose,Bronx,40.88698,-73.86049,Private room,35,2,16,1.55,3,156,cheap
2807926,Javier,Brooklyn,40.67984,-73.9703,Private room,90,2,0,0.0,1,0,cheap
142590597,Joica,Brooklyn,40.67262,-73.87391,Private room,50,1,3,0.13,6,179,cheap
29093058,Joann,Brooklyn,40.69574,-73.93975,Private room,250,2,0,0.0,2,173,expensive
29093058,Joann,Brooklyn,40.69366,-73.93794,Private room,140,1,0,0.0,2,173,medium
72938614,Ned,Manhattan,40.80627,-73.96354,Shared room,125,4,0,0.0,1,0,medium
109016966,Jorge,Brooklyn,40.64641,-73.94956,Private room,50,1,20,0.88,1,244,cheap
147796643,Cole,Manhattan,40.78875,-73.9679,Private room,150,2,5,0.22,1,0,medium
133410060,Guille,Brooklyn,40.69455,-73.92715,Private room,59,1,3,0.13,1,0,cheap
77944774,Jacqueline,Brooklyn,40.64931,-73.9733,Entire home/apt,85,3,12,0.53,1,5,cheap
147803075,Damon  Yvonne,Brooklyn,40.68568,-73.91923,Private room,60,30,5,0.23,1,178,cheap
147810437,Sarah,Manhattan,40.72601,-73.97674,Private room,110,7,30,1.34,2,82,medium
48608026,Sarah,Brooklyn,40.7228,-73.94538,Private room,90,1,3,0.14,1,0,cheap
18281493,Alexandra,Manhattan,40.73963,-73.98166,Entire home/apt,180,5,8,0.41,1,0,expensive
3894387,René,Brooklyn,40.6628,-73.98349,Entire home/apt,111,2,1,0.04,1,0,medium
73228035,Maimi,Brooklyn,40.66047,-73.93743,Private room,150,3,0,0.0,2,0,medium
8502406,Yassir,Brooklyn,40.67183,-73.95277,Entire home/apt,135,7,12,0.79,1,0,medium
90665647,Alpana,Manhattan,40.71405,-73.99291,Private room,120,3,35,1.65,1,337,medium
136267788,Igor,Brooklyn,40.72028,-73.94152,Entire home/apt,241,5,4,0.18,1,0,expensive
147858863,Vandra,Brooklyn,40.68797,-73.9592,Private room,150,1,0,0.0,1,0,medium
140492812,Andrew,Brooklyn,40.70587,-73.92358,Entire home/apt,94,2,13,0.57,2,0,cheap
10774442,Zoe,Manhattan,40.76644,-73.95486,Entire home/apt,130,3,3,0.13,1,0,medium
73597988,Shaye,Manhattan,40.79982,-73.96058,Entire home/apt,135,2,1,0.04,1,0,medium
133130315,Artem,Manhattan,40.76506,-73.98567,Private room,70,3,6,0.41,6,225,cheap
20369715,Sam,Manhattan,40.7646,-73.98981,Entire home/apt,290,2,1,0.04,1,0,expensive
33204787,Yaimara,Brooklyn,40.68289,-73.98532,Private room,95,2,21,0.94,1,0,cheap
118251350,Jake,Brooklyn,40.71122,-73.94347,Private room,53,3,4,0.18,1,0,cheap
2766813,Chase,Brooklyn,40.68939,-73.95418,Private room,58,3,5,0.22,1,0,cheap
24333820,Nick,Brooklyn,40.6753,-73.96282,Private room,80,3,2,0.09,1,0,cheap
146776990,Rosemarie,Brooklyn,40.65286,-73.93371,Private room,33,30,1,1.0,4,245,cheap
137522531,Ali,Queens,40.75607,-73.80964,Entire home/apt,198,7,4,0.18,7,365,expensive
2793254,Johnny,Brooklyn,40.70408,-73.92045,Private room,150,3,2,0.8,3,169,medium
10457196,Richard,Manhattan,40.71923,-73.99573,Entire home/apt,138,31,4,0.28,11,93,medium
139957134,Trudy,Queens,40.59754,-73.79949,Private room,50,1,53,2.35,3,249,cheap
147972663,Hyacinth,Brooklyn,40.64991,-73.93716,Private room,40,3,52,2.34,3,298,cheap
10077970,Alyssa,Brooklyn,40.71462,-73.96263,Private room,57,1,3,0.13,1,0,cheap
21464170,Js,Manhattan,40.7531,-73.97085,Private room,115,1,33,1.49,1,0,medium
1181366,Tristan,Brooklyn,40.72246,-73.94768,Entire home/apt,210,7,0,0.0,1,0,expensive
35242969,Prime,Brooklyn,40.6824,-73.91315,Private room,48,4,7,0.31,1,2,cheap
106241822,Lior,Manhattan,40.85186,-73.9305,Private room,37,3,5,0.22,1,0,cheap
10933267,Jade,Manhattan,40.86306,-73.92896,Entire home/apt,175,2,38,1.69,1,244,expensive
143315723,Graziella,Brooklyn,40.68201,-73.89425,Entire home/apt,50,30,34,1.51,1,234,cheap
63510347,Inna,Manhattan,40.79412,-73.96806,Entire home/apt,173,10,0,0.0,1,0,expensive
76104209,Rated,Manhattan,40.78019,-73.95857,Entire home/apt,225,30,0,0.0,33,365,expensive
76104209,Rated,Manhattan,40.7506,-73.97104,Entire home/apt,176,30,0,0.0,33,365,expensive
13804630,Kelsey,Brooklyn,40.64068,-73.9641,Entire home/apt,165,6,0,0.0,1,0,expensive
41947929,Connie,Brooklyn,40.67749,-73.94854,Private room,125,1,32,1.5,2,351,medium
76104209,Rated,Manhattan,40.73638,-73.98089,Entire home/apt,239,30,0,0.0,33,242,expensive
1393089,Lauren,Brooklyn,40.66334,-73.94651,Entire home/apt,130,4,17,0.78,1,110,medium
130239329,Maria Teresa,Manhattan,40.79633,-73.94819,Entire home/apt,104,30,3,0.16,1,212,medium
76104209,Rated,Manhattan,40.70866,-74.01385,Entire home/apt,178,30,1,0.12,33,327,expensive
5402500,Johanna,Brooklyn,40.68541,-73.96188,Entire home/apt,114,12,27,1.19,1,13,medium
14120985,Will,Brooklyn,40.6916,-73.94538,Entire home/apt,130,5,7,0.52,2,4,medium
46943042,Andy,Brooklyn,40.67192,-73.97444,Entire home/apt,230,3,12,0.59,1,354,expensive
139357580,Shuly,Queens,40.77281,-73.90295,Private room,60,1,3,0.13,8,129,cheap
148074786,Jeanette,Bronx,40.82627,-73.90803,Private room,65,2,0,0.0,1,0,cheap
8366847,Jay,Manhattan,40.72733,-73.9958,Private room,150,2,1,0.14,1,0,medium
33899564,Kayla,Manhattan,40.72405,-73.97747,Entire home/apt,150,4,6,0.26,1,0,medium
35875227,Rahul,Manhattan,40.7293,-73.98283,Private room,100,3,1,0.04,1,0,cheap
113152267,Pedro,Bronx,40.85657,-73.90915,Private room,55,1,2,0.11,1,0,cheap
35431795,Bels,Brooklyn,40.69122,-73.96976,Private room,75,3,14,0.64,1,35,cheap
3879852,Zaki,Brooklyn,40.71279,-73.94662,Private room,65,3,1,0.05,1,0,cheap
148124467,Lidia,Manhattan,40.8098,-73.9441,Private room,89,5,34,1.58,1,86,cheap
148130354,George,Brooklyn,40.68591,-73.9249,Entire home/apt,159,3,36,1.6,2,2,medium
48581,Sigal,Manhattan,40.71946,-73.99761,Entire home/apt,170,4,0,0.0,1,0,expensive
5717334,Antoine,Brooklyn,40.69061,-73.95203,Entire home/apt,115,3,5,0.22,2,0,medium
30490972,Kirk,Queens,40.69748,-73.90127,Entire home/apt,125,3,5,0.22,1,0,medium
23075166,Hannah,Manhattan,40.73465,-74.00139,Entire home/apt,325,2,0,0.0,1,0,expensive
87690038,WeslyJessica,Brooklyn,40.67538,-73.93379,Entire home/apt,165,3,2,0.16,4,263,expensive
83786650,Bridge,Manhattan,40.76128,-73.96236,Entire home/apt,90,30,5,0.25,8,306,cheap
76104209,Rated,Manhattan,40.73741,-73.98096,Entire home/apt,216,30,0,0.0,33,364,expensive
1457680,James,Bronx,40.84964,-73.78717,Private room,50,2,45,2.04,1,118,cheap
72581005,Henry,Manhattan,40.72792,-73.98288,Private room,110,15,6,0.27,1,0,medium
54081046,Janelle,Brooklyn,40.63524,-73.94158,Private room,55,4,18,1.44,1,82,cheap
21405142,Charlotte,Manhattan,40.70501,-74.00707,Entire home/apt,300,2,21,1.14,1,0,expensive
32689791,Jana,Manhattan,40.73632,-74.00601,Entire home/apt,158,14,4,0.18,1,0,medium
8717872,Natalie,Brooklyn,40.6997,-73.91305,Entire home/apt,97,3,6,0.33,1,2,cheap
35959348,Taylor,Manhattan,40.78965,-73.96993,Entire home/apt,95,1,9,0.48,1,70,cheap
148237535,Jermaine,Brooklyn,40.64162,-73.90891,Private room,100,3,2,0.1,4,364,cheap
834806,Daniel,Brooklyn,40.66592,-73.95319,Entire home/apt,100,7,3,0.13,1,0,cheap
11975404,Art,Brooklyn,40.70088,-73.91836,Private room,50,3,22,0.98,2,0,cheap
15647614,Lin,Brooklyn,40.71647,-73.95333,Private room,75,1,45,2.01,2,84,cheap
124554019,Eric,Brooklyn,40.67225,-73.93326,Private room,55,2,4,0.18,2,0,cheap
148261815,Dike,Manhattan,40.80171,-73.95122,Private room,55,10,6,0.28,1,156,cheap
2462590,Jenny And Mark,Brooklyn,40.69084,-73.92048,Entire home/apt,175,1,47,2.2,2,336,expensive
25124335,Danny,Manhattan,40.72987,-73.98283,Private room,100,3,3,0.14,1,0,cheap
6520264,Mark,Brooklyn,40.71702,-73.95732,Private room,75,2,1,0.05,1,0,cheap
7138847,Chelsea,Brooklyn,40.67865,-73.94231,Private room,75,1,4,0.25,3,0,cheap
8138665,Sophie,Brooklyn,40.70631,-73.91922,Private room,35,7,2,0.09,1,364,cheap
148278552,Bertide,Brooklyn,40.73365,-73.95354,Private room,53,2,0,0.0,1,0,cheap
38344324,Charles,Manhattan,40.77237,-73.95275,Private room,95,2,42,1.9,1,0,cheap
7077897,Philip,Manhattan,40.73804,-73.98178,Entire home/apt,175,5,3,0.13,1,65,expensive
9399634,Jessica,Manhattan,40.71365,-73.9973,Entire home/apt,180,5,11,0.56,1,171,expensive
90893179,Sandra,Queens,40.77773,-73.83237,Private room,55,1,51,2.29,1,65,cheap
118751485,Simon,Queens,40.77786,-73.90819,Private room,79,7,36,1.64,1,48,cheap
139623237,Audra,Brooklyn,40.61802,-73.92866,Private room,30,2,13,0.59,1,292,cheap
1424332,Jose,Manhattan,40.83902,-73.93766,Entire home/apt,50,3,2,0.09,1,0,cheap
75587530,Annie,Manhattan,40.78079,-73.95499,Private room,150,10,0,0.0,2,0,medium
61391963,Corporate Housing,Manhattan,40.77832,-73.95657,Entire home/apt,133,30,7,0.47,91,281,medium
40712207,Elsa,Manhattan,40.7416,-74.00082,Private room,75,30,2,0.17,1,188,cheap
147810437,Sarah,Manhattan,40.7244,-73.97732,Private room,100,1,33,1.62,2,124,cheap
103223295,Michela,Manhattan,40.71611,-73.99405,Private room,80,25,8,0.36,1,0,cheap
135904657,David,Manhattan,40.80482,-73.95107,Private room,123,2,54,2.44,2,0,medium
65258155,Marzian,Brooklyn,40.68763,-73.92706,Private room,30,2,9,0.4,1,0,cheap
148284545,Alex,Brooklyn,40.68225,-73.99116,Private room,50,1,12,0.54,1,0,cheap
21531418,Christopher,Brooklyn,40.70929,-73.95381,Entire home/apt,195,2,9,0.44,1,0,expensive
57049951,Eliahu,Manhattan,40.81394,-73.95334,Private room,69,2,13,0.62,9,112,cheap
141052003,Nicole,Queens,40.68503,-73.77983,Entire home/apt,150,2,45,2.01,4,153,medium
31306976,Hunter,Brooklyn,40.69155,-73.93662,Private room,49,7,5,0.23,1,56,cheap
100833625,Yunmi,Queens,40.75401,-73.92013,Private room,49,1,4,0.19,1,0,cheap
12776165,Morgan,Brooklyn,40.67884,-73.97493,Entire home/apt,120,3,7,0.35,1,0,medium
57049951,Eliahu,Manhattan,40.81225,-73.95197,Private room,69,2,10,0.47,9,365,cheap
19141737,Zing,Manhattan,40.77037,-73.95734,Entire home/apt,120,6,0,0.0,1,0,medium
2687071,Lily,Brooklyn,40.6904,-73.99376,Entire home/apt,135,3,21,0.95,1,15,medium
37627534,Tim,Brooklyn,40.68953,-73.93187,Private room,49,2,1,0.05,1,0,cheap
128517263,Alina,Brooklyn,40.69855,-73.93671,Private room,100,11,13,0.6,3,0,cheap
147647020,Bruce,Manhattan,40.72372,-73.99318,Entire home/apt,250,2,0,0.0,1,2,expensive
147210078,Bruce  Cyrina,Brooklyn,40.64861,-73.94983,Private room,48,2,9,0.4,4,4,cheap
3731184,Lulu,Manhattan,40.8608,-73.9281,Entire home/apt,87,2,5,0.23,1,20,cheap
148544231,Khalif,Manhattan,40.80841,-73.95625,Private room,85,3,13,0.59,2,61,cheap
38561955,Alex,Brooklyn,40.68566,-73.92552,Private room,48,1,2,0.09,1,0,cheap
11300359,Maya,Brooklyn,40.69954,-73.93579,Private room,60,5,6,0.27,1,13,cheap
